98049 silly lifecycle utf8@2.1.0~preinstall: no script for preinstall, continuing
102927 silly linkStuff readable-stream@1.0.33 has /home/baxter/Study/Yeoman/web-app/node_modules/phantomjs/node_modules as its parent node_modules
102928 verbose linkBins readable-stream@1.0.33
102929 verbose linkMans readable-stream@1.0.33
102930 silly build bl@0.9.4
102931 info linkStuff bl@0.9.4
102932 silly linkStuff bl@0.9.4 has /home/baxter/Study/Yeoman/web-app/node_modules/phantomjs/node_modules as its parent node_modules
102933 verbose linkBins bl@0.9.4
102934 verbose linkMans bl@0.9.4
102935 silly build readable-stream@1.1.13
102936 info linkStuff readable-stream@1.1.13
102937 silly linkStuff readable-stream@1.1.13 has /home/baxter/Study/Yeoman/web-app/node_modules/multipipe/node_modules as its parent node_modules
102938 verbose linkBins readable-stream@1.1.13
102939 verbose linkMans readable-stream@1.1.13
102940 silly build duplexer2@0.0.2
102941 info linkStuff duplexer2@0.0.2
102942 silly linkStuff duplexer2@0.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules/multipipe/node_modules as its parent node_modules
102943 verbose linkBins duplexer2@0.0.2
102944 verbose linkMans duplexer2@0.0.2
102945 silly build multipipe@0.1.2
102946 info linkStuff multipipe@0.1.2
102947 silly linkStuff multipipe@0.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102948 verbose linkBins multipipe@0.1.2
102949 verbose linkMans multipipe@0.1.2
102950 silly build readable-stream@1.1.13
102951 info linkStuff readable-stream@1.1.13
102952 silly linkStuff readable-stream@1.1.13 has /home/baxter/Study/Yeoman/web-app/node_modules/html-minifier/node_modules as its parent node_modules
102953 verbose linkBins readable-stream@1.1.13
102954 verbose linkMans readable-stream@1.1.13
102955 silly build stringmap@0.2.2
102956 info linkStuff stringmap@0.2.2
102957 silly linkStuff stringmap@0.2.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102958 verbose linkBins stringmap@0.2.2
102959 verbose linkMans stringmap@0.2.2
102960 silly build stringset@0.2.1
102961 info linkStuff stringset@0.2.1
102962 silly linkStuff stringset@0.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102963 verbose linkBins stringset@0.2.1
102964 verbose linkMans stringset@0.2.1
102965 silly build stringstream@0.0.5
102966 info linkStuff stringstream@0.0.5
102967 silly linkStuff stringstream@0.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102968 verbose linkBins stringstream@0.0.5
102969 verbose linkMans stringstream@0.0.5
102970 silly build strip-ansi@3.0.0
102971 info linkStuff strip-ansi@3.0.0
102972 silly linkStuff strip-ansi@3.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102973 verbose linkBins strip-ansi@3.0.0
102974 verbose linkMans strip-ansi@3.0.0
102975 silly build string-width@1.0.1
102976 info linkStuff string-width@1.0.1
102977 silly linkStuff string-width@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102978 verbose linkBins string-width@1.0.1
102979 verbose linkMans string-width@1.0.1
102980 silly build chalk@1.1.1
102981 info linkStuff chalk@1.1.1
102982 silly linkStuff chalk@1.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102983 verbose linkBins chalk@1.1.1
102984 verbose linkMans chalk@1.1.1
102985 silly build squeak@1.3.0
102986 info linkStuff squeak@1.3.0
102987 silly linkStuff squeak@1.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102988 verbose linkBins squeak@1.3.0
102989 verbose linkMans squeak@1.3.0
102990 silly build logalot@2.1.0
102991 info linkStuff logalot@2.1.0
102992 silly linkStuff logalot@2.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102993 verbose linkBins logalot@2.1.0
102994 verbose linkMans logalot@2.1.0
102995 silly build log-symbols@1.0.2
102996 info linkStuff log-symbols@1.0.2
102997 silly linkStuff log-symbols@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
102998 verbose linkBins log-symbols@1.0.2
102999 verbose linkMans log-symbols@1.0.2
103000 silly build grunt-usemin@3.1.1
103001 info linkStuff grunt-usemin@3.1.1
103002 silly linkStuff grunt-usemin@3.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103003 verbose linkBins grunt-usemin@3.1.1
103004 verbose linkMans grunt-usemin@3.1.1
103005 silly build grunt-filerev@2.3.1
103006 info linkStuff grunt-filerev@2.3.1
103007 silly linkStuff grunt-filerev@2.3.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103008 verbose linkBins grunt-filerev@2.3.1
103009 verbose linkMans grunt-filerev@2.3.1
103010 silly build grunt-contrib-copy@0.8.2
103011 info linkStuff grunt-contrib-copy@0.8.2
103012 silly linkStuff grunt-contrib-copy@0.8.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103013 verbose linkBins grunt-contrib-copy@0.8.2
103014 verbose linkMans grunt-contrib-copy@0.8.2
103015 silly build fancy-log@1.1.0
103016 info linkStuff fancy-log@1.1.0
103017 silly linkStuff fancy-log@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103018 verbose linkBins fancy-log@1.1.0
103019 verbose linkMans fancy-log@1.1.0
103020 silly build clap@1.0.10
103021 info linkStuff clap@1.0.10
103022 silly linkStuff clap@1.0.10 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103023 verbose linkBins clap@1.0.10
103024 verbose linkMans clap@1.0.10
103025 silly build csso@1.4.4
103026 info linkStuff csso@1.4.4
103027 silly linkStuff csso@1.4.4 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103028 verbose linkBins csso@1.4.4
103029 verbose link bins [ { csso: './bin/csso' },
103029 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103029 verbose link bins   false ]
103030 verbose linkMans csso@1.4.4
103031 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/csso is being purged
103032 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/csso
103033 silly build strip-bom@2.0.0
103034 info linkStuff strip-bom@2.0.0
103035 silly linkStuff strip-bom@2.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103036 verbose linkBins strip-bom@2.0.0
103037 verbose linkMans strip-bom@2.0.0
103038 silly build load-json-file@1.1.0
103039 info linkStuff load-json-file@1.1.0
103040 silly linkStuff load-json-file@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103041 verbose linkBins load-json-file@1.1.0
103042 verbose linkMans load-json-file@1.1.0
103043 silly build strip-bom-stream@1.0.0
103044 info linkStuff strip-bom-stream@1.0.0
103045 silly linkStuff strip-bom-stream@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103046 verbose linkBins strip-bom-stream@1.0.0
103047 verbose linkMans strip-bom-stream@1.0.0
103048 silly build strip-indent@1.0.1
103049 info linkStuff strip-indent@1.0.1
103050 silly linkStuff strip-indent@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103051 verbose linkBins strip-indent@1.0.1
103052 verbose link bins [ { 'strip-indent': 'cli.js' },
103052 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103052 verbose link bins   false ]
103053 verbose linkMans strip-indent@1.0.1
103054 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-indent is being purged
103055 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-indent
103056 silly build redent@1.0.0
103057 info linkStuff redent@1.0.0
103058 silly linkStuff redent@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103059 verbose linkBins redent@1.0.0
103060 verbose linkMans redent@1.0.0
103061 silly build strip-json-comments@0.1.3
103062 info linkStuff strip-json-comments@0.1.3
103063 silly linkStuff strip-json-comments@0.1.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103064 verbose linkBins strip-json-comments@0.1.3
103065 verbose link bins [ { 'strip-json-comments': 'cli.js' },
103065 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103065 verbose link bins   false ]
103066 verbose linkMans strip-json-comments@0.1.3
103067 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-json-comments is being purged
103068 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-json-comments
103069 silly build rc@0.5.5
103070 info linkStuff rc@0.5.5
103071 silly linkStuff rc@0.5.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103072 verbose linkBins rc@0.5.5
103073 verbose link bins [ { rc: './index.js' },
103073 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103073 verbose link bins   false ]
103074 verbose linkMans rc@0.5.5
103075 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/rc is being purged
103076 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/rc
103077 silly build get-proxy@1.0.1
103078 info linkStuff get-proxy@1.0.1
103079 silly linkStuff get-proxy@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103080 verbose linkBins get-proxy@1.0.1
103081 verbose linkMans get-proxy@1.0.1
103082 silly build strip-outer@1.0.0
103083 info linkStuff strip-outer@1.0.0
103084 silly linkStuff strip-outer@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103085 verbose linkBins strip-outer@1.0.0
103086 verbose linkMans strip-outer@1.0.0
103087 silly build success-symbol@0.1.0
103088 info linkStuff success-symbol@0.1.0
103089 silly linkStuff success-symbol@0.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103090 verbose linkBins success-symbol@0.1.0
103091 verbose linkMans success-symbol@0.1.0
103092 silly build extglob@0.3.1
103093 info linkStuff extglob@0.3.1
103094 silly linkStuff extglob@0.3.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103095 verbose linkBins extglob@0.3.1
103096 verbose linkMans extglob@0.3.1
103097 silly build micromatch@2.3.5
103098 info linkStuff micromatch@2.3.5
103099 silly linkStuff micromatch@2.3.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103100 verbose linkBins micromatch@2.3.5
103101 verbose linkMans micromatch@2.3.5
103102 silly build anymatch@1.3.0
103103 info linkStuff anymatch@1.3.0
103104 silly linkStuff anymatch@1.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103105 verbose linkBins anymatch@1.3.0
103106 verbose linkMans anymatch@1.3.0
103107 silly build micromatch@2.3.7
103108 info linkStuff micromatch@2.3.7
103109 silly linkStuff micromatch@2.3.7 has /home/baxter/Study/Yeoman/web-app/node_modules/glob-stream/node_modules as its parent node_modules
103110 verbose linkBins micromatch@2.3.7
103111 verbose linkMans micromatch@2.3.7
103112 silly build sum-up@1.0.2
103113 info linkStuff sum-up@1.0.2
103114 silly linkStuff sum-up@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103115 verbose linkBins sum-up@1.0.2
103116 verbose linkMans sum-up@1.0.2
103117 silly build strip-dirs@1.1.1
103118 info linkStuff strip-dirs@1.1.1
103119 silly linkStuff strip-dirs@1.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103120 verbose linkBins strip-dirs@1.1.1
103121 verbose link bins [ { 'strip-dirs': 'cli.js' },
103121 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103121 verbose link bins   false ]
103122 verbose linkMans strip-dirs@1.1.1
103123 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-dirs is being purged
103124 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/strip-dirs
103125 silly build supports-color@3.1.2
103126 info linkStuff supports-color@3.1.2
103127 silly linkStuff supports-color@3.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103128 verbose linkBins supports-color@3.1.2
103129 verbose linkMans supports-color@3.1.2
103130 silly build postcss@5.0.13
103131 info linkStuff postcss@5.0.13
103132 silly linkStuff postcss@5.0.13 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103133 verbose linkBins postcss@5.0.13
103134 verbose linkMans postcss@5.0.13
103135 silly build grunt-postcss@0.6.0
103136 info linkStuff grunt-postcss@0.6.0
103137 silly linkStuff grunt-postcss@0.6.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103138 verbose linkBins grunt-postcss@0.6.0
103139 verbose linkMans grunt-postcss@0.6.0
103140 silly build autoprefixer@6.2.2
103141 info linkStuff autoprefixer@6.2.2
103142 silly linkStuff autoprefixer@6.2.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103143 verbose linkBins autoprefixer@6.2.2
103144 verbose linkMans autoprefixer@6.2.2
103145 silly build colors@1.1.2
103146 info linkStuff colors@1.1.2
103147 silly linkStuff colors@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules as its parent node_modules
103148 verbose linkBins colors@1.1.2
103149 verbose linkMans colors@1.1.2
103150 silly build esprima@2.7.1
103151 info linkStuff esprima@2.7.1
103152 silly linkStuff esprima@2.7.1 has /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules as its parent node_modules
103153 verbose linkBins esprima@2.7.1
103154 verbose link bins [ { esparse: './bin/esparse.js',
103154 verbose link bins     esvalidate: './bin/esvalidate.js' },
103154 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin',
103154 verbose link bins   false ]
103155 verbose linkMans esprima@2.7.1
103156 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/esparse is being purged
103157 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/esparse
103158 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/esvalidate is being purged
103159 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/esvalidate
103160 silly build lodash@3.10.1
103161 info linkStuff lodash@3.10.1
103162 silly linkStuff lodash@3.10.1 has /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules as its parent node_modules
103163 verbose linkBins lodash@3.10.1
103164 verbose linkMans lodash@3.10.1
103165 silly build argparse@1.0.3
103166 info linkStuff argparse@1.0.3
103167 silly linkStuff argparse@1.0.3 has /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules as its parent node_modules
103168 verbose linkBins argparse@1.0.3
103169 verbose linkMans argparse@1.0.3
103170 silly build js-yaml@3.4.6
103171 info linkStuff js-yaml@3.4.6
103172 silly linkStuff js-yaml@3.4.6 has /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules as its parent node_modules
103173 verbose linkBins js-yaml@3.4.6
103174 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
103174 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin',
103174 verbose link bins   false ]
103175 verbose linkMans js-yaml@3.4.6
103176 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/js-yaml is being purged
103177 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/svgo/node_modules/.bin/js-yaml
103178 silly build tar@2.2.1
103179 info linkStuff tar@2.2.1
103180 silly linkStuff tar@2.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103181 verbose linkBins tar@2.2.1
103182 verbose linkMans tar@2.2.1
103183 silly build temporary@0.0.8
103184 info linkStuff temporary@0.0.8
103185 silly linkStuff temporary@0.0.8 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103186 verbose linkBins temporary@0.0.8
103187 verbose linkMans temporary@0.0.8
103188 silly build text-table@0.2.0
103189 info linkStuff text-table@0.2.0
103190 silly linkStuff text-table@0.2.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103191 verbose linkBins text-table@0.2.0
103192 verbose linkMans text-table@0.2.0
103193 silly build ansi-regex@0.2.1
103194 info linkStuff ansi-regex@0.2.1
103195 silly linkStuff ansi-regex@0.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103196 verbose linkBins ansi-regex@0.2.1
103197 verbose linkMans ansi-regex@0.2.1
103198 silly build ansi-styles@1.1.0
103199 info linkStuff ansi-styles@1.1.0
103200 silly linkStuff ansi-styles@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103201 verbose linkBins ansi-styles@1.1.0
103202 verbose linkMans ansi-styles@1.1.0
103203 silly build has-ansi@0.1.0
103204 info linkStuff has-ansi@0.1.0
103205 silly linkStuff has-ansi@0.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103206 verbose linkBins has-ansi@0.1.0
103207 verbose link bins [ { 'has-ansi': 'cli.js' },
103207 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin',
103207 verbose link bins   false ]
103208 verbose linkMans has-ansi@0.1.0
103209 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/has-ansi is being purged
103210 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/has-ansi
103211 silly build strip-ansi@0.3.0
103212 info linkStuff strip-ansi@0.3.0
103213 silly linkStuff strip-ansi@0.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103214 verbose linkBins strip-ansi@0.3.0
103215 verbose link bins [ { 'strip-ansi': 'cli.js' },
103215 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin',
103215 verbose link bins   false ]
103216 verbose linkMans strip-ansi@0.3.0
103217 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/strip-ansi is being purged
103218 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/strip-ansi
103219 silly build supports-color@0.2.0
103220 info linkStuff supports-color@0.2.0
103221 silly linkStuff supports-color@0.2.0 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103222 verbose linkBins supports-color@0.2.0
103223 verbose link bins [ { 'supports-color': 'cli.js' },
103223 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin',
103223 verbose link bins   false ]
103224 verbose linkMans supports-color@0.2.0
103225 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/supports-color is being purged
103226 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules/.bin/supports-color
103227 silly build chalk@0.5.1
103228 info linkStuff chalk@0.5.1
103229 silly linkStuff chalk@0.5.1 has /home/baxter/Study/Yeoman/web-app/node_modules/tfunk/node_modules as its parent node_modules
103230 verbose linkBins chalk@0.5.1
103231 verbose linkMans chalk@0.5.1
103232 silly build tfunk@3.0.1
103233 info linkStuff tfunk@3.0.1
103234 silly linkStuff tfunk@3.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103235 verbose linkBins tfunk@3.0.1
103236 verbose linkMans tfunk@3.0.1
103237 silly build eazy-logger@2.1.2
103238 info linkStuff eazy-logger@2.1.2
103239 silly linkStuff eazy-logger@2.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103240 verbose linkBins eazy-logger@2.1.2
103241 verbose linkMans eazy-logger@2.1.2
103242 silly build throttleit@0.0.2
103243 info linkStuff throttleit@0.0.2
103244 silly linkStuff throttleit@0.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103245 verbose linkBins throttleit@0.0.2
103246 verbose linkMans throttleit@0.0.2
103247 silly build request-progress@0.3.1
103248 info linkStuff request-progress@0.3.1
103249 silly linkStuff request-progress@0.3.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103250 verbose linkBins request-progress@0.3.1
103251 verbose linkMans request-progress@0.3.1
103252 silly build through@2.3.8
103253 info linkStuff through@2.3.8
103254 silly linkStuff through@2.3.8 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103255 verbose linkBins through@2.3.8
103256 verbose linkMans through@2.3.8
103257 silly build readable-stream@1.0.33
103258 info linkStuff readable-stream@1.0.33
103259 silly linkStuff readable-stream@1.0.33 has /home/baxter/Study/Yeoman/web-app/node_modules/through2/node_modules as its parent node_modules
103260 verbose linkBins readable-stream@1.0.33
103261 verbose linkMans readable-stream@1.0.33
103262 silly build time-grunt@1.3.0
103263 info linkStuff time-grunt@1.3.0
103264 silly linkStuff time-grunt@1.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103265 verbose linkBins time-grunt@1.3.0
103266 verbose linkMans time-grunt@1.3.0
103267 silly build timed-out@2.0.0
103268 info linkStuff timed-out@2.0.0
103269 silly linkStuff timed-out@2.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103270 verbose linkBins timed-out@2.0.0
103271 verbose linkMans timed-out@2.0.0
103272 silly build debug@0.7.4
103273 info linkStuff debug@0.7.4
103274 silly linkStuff debug@0.7.4 has /home/baxter/Study/Yeoman/web-app/node_modules/tiny-lr-fork/node_modules as its parent node_modules
103275 verbose linkBins debug@0.7.4
103276 verbose linkMans debug@0.7.4
103277 silly build qs@0.5.6
103278 info linkStuff qs@0.5.6
103279 silly linkStuff qs@0.5.6 has /home/baxter/Study/Yeoman/web-app/node_modules/tiny-lr-fork/node_modules as its parent node_modules
103280 verbose linkBins qs@0.5.6
103281 verbose linkMans qs@0.5.6
103282 silly build tiny-lr-fork@0.0.5
103283 info linkStuff tiny-lr-fork@0.0.5
103284 silly linkStuff tiny-lr-fork@0.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103285 verbose linkBins tiny-lr-fork@0.0.5
103286 verbose link bins [ { 'tiny-lr-fork': './bin/tiny-lr' },
103286 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103286 verbose link bins   false ]
103287 verbose linkMans tiny-lr-fork@0.0.5
103288 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/tiny-lr-fork is being purged
103289 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/tiny-lr-fork
103290 silly build grunt-contrib-watch@0.6.1
103291 info linkStuff grunt-contrib-watch@0.6.1
103292 silly linkStuff grunt-contrib-watch@0.6.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103293 verbose linkBins grunt-contrib-watch@0.6.1
103294 verbose linkMans grunt-contrib-watch@0.6.1
103295 silly build to-absolute-glob@0.1.1
103296 info linkStuff to-absolute-glob@0.1.1
103297 silly linkStuff to-absolute-glob@0.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103298 verbose linkBins to-absolute-glob@0.1.1
103299 verbose linkMans to-absolute-glob@0.1.1
103300 silly build to-array@0.1.3
103301 info linkStuff to-array@0.1.3
103302 silly linkStuff to-array@0.1.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103303 verbose linkBins to-array@0.1.3
103304 verbose linkMans to-array@0.1.3
103305 silly build to-fast-properties@1.0.1
103306 info linkStuff to-fast-properties@1.0.1
103307 silly linkStuff to-fast-properties@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103308 verbose linkBins to-fast-properties@1.0.1
103309 verbose linkMans to-fast-properties@1.0.1
103310 silly build tough-cookie@2.2.1
103311 info linkStuff tough-cookie@2.2.1
103312 silly linkStuff tough-cookie@2.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103313 verbose linkBins tough-cookie@2.2.1
103314 verbose linkMans tough-cookie@2.2.1
103315 silly build trim-newlines@1.0.0
103316 info linkStuff trim-newlines@1.0.0
103317 silly linkStuff trim-newlines@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103318 verbose linkBins trim-newlines@1.0.0
103319 verbose linkMans trim-newlines@1.0.0
103320 silly build trim-repeated@1.0.0
103321 info linkStuff trim-repeated@1.0.0
103322 silly linkStuff trim-repeated@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103323 verbose linkBins trim-repeated@1.0.0
103324 verbose linkMans trim-repeated@1.0.0
103325 silly build filenamify@1.2.0
103326 info linkStuff filenamify@1.2.0
103327 silly linkStuff filenamify@1.2.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103328 verbose linkBins filenamify@1.2.0
103329 verbose linkMans filenamify@1.2.0
103330 silly build trim-right@1.0.1
103331 info linkStuff trim-right@1.0.1
103332 silly linkStuff trim-right@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103333 verbose linkBins trim-right@1.0.1
103334 verbose linkMans trim-right@1.0.1
103335 silly build try-resolve@1.0.1
103336 info linkStuff try-resolve@1.0.1
103337 silly linkStuff try-resolve@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103338 verbose linkBins try-resolve@1.0.1
103339 verbose linkMans try-resolve@1.0.1
103340 silly build tryit@1.0.2
103341 info linkStuff tryit@1.0.2
103342 silly linkStuff tryit@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103343 verbose linkBins tryit@1.0.2
103344 verbose linkMans tryit@1.0.2
103345 silly build is-resolvable@1.0.0
103346 info linkStuff is-resolvable@1.0.0
103347 silly linkStuff is-resolvable@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103348 verbose linkBins is-resolvable@1.0.0
103349 verbose linkMans is-resolvable@1.0.0
103350 silly build tryor@0.1.2
103351 info linkStuff tryor@0.1.2
103352 silly linkStuff tryor@0.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103353 verbose linkBins tryor@0.1.2
103354 verbose linkMans tryor@0.1.2
103355 silly build tunnel-agent@0.4.2
103356 info linkStuff tunnel-agent@0.4.2
103357 silly linkStuff tunnel-agent@0.4.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103358 verbose linkBins tunnel-agent@0.4.2
103359 verbose linkMans tunnel-agent@0.4.2
103360 silly build request@2.42.0
103361 info linkStuff request@2.42.0
103362 silly linkStuff request@2.42.0 has /home/baxter/Study/Yeoman/web-app/node_modules/phantomjs/node_modules as its parent node_modules
103363 verbose linkBins request@2.42.0
103364 verbose linkMans request@2.42.0
103365 silly build caw@1.2.0
103366 info linkStuff caw@1.2.0
103367 silly linkStuff caw@1.2.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103368 verbose linkBins caw@1.2.0
103369 verbose linkMans caw@1.2.0
103370 silly build type-check@0.3.1
103371 info linkStuff type-check@0.3.1
103372 silly linkStuff type-check@0.3.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103373 verbose linkBins type-check@0.3.1
103374 verbose linkMans type-check@0.3.1
103375 silly build levn@0.2.5
103376 info linkStuff levn@0.2.5
